,0
1873,4917000247
1874,3052019606
1875,3051144364
1876,3053375078
1877,6896600250
1878,3142273312
1879,3052974844
1880,3141485093
1881,3050779283
1882,1390256145
1883,3051305763
1884,3051798372
1885,3141923748
1886,2032865270
1887,6140179017
1888,3064729536
1889,4216200388
1890,3059049272
1891,3141077649
1892,3064705742
1893,3981001638
1894,3141747708
1895,3141995505
1896,3641400798
1897,3064709205
1898,3142843159
1899,5187100122
1900,3140422008
1901,3141629343
1902,3052849431
1903,3052795068
1904,5570100857
1905,7872900262
1906,3054800737
1907,3051066191
1908,3052676031
1909,3051007950
1910,3054717643
1911,3140215783
1912,3050155519
1913,3051649874
1914,6995300693
1915,3052082813
1916,3062972136
1917,2082021719
1918,3062015369
1919,3051052455
1920,4101755146
1921,3052674111
1922,3050657429
1923,8906500488
1924,3051874038
1925,3180118771
1926,3140528538
1927,3069916781
1928,3062012343
1929,3141502522
1930,3051858907
1931,4627700025
1932,3052294609
1933,3141196094
1934,3053043158
1935,3061011025
1936,3141835757
1937,3460401844
1938,3141085964
1939,3140477629
1940,3141204193
1941,3051620519
1942,3141717219
1943,3051927191
1944,3140545236
1945,4331200784
1946,3050879067
1947,5201501109
1948,3140833013
1949,3142296426
1950,3051493100
1951,3062915606
1952,3058178872
1953,3050563230
1954,3141882570
1955,3011481131
1956,3060122234
1957,3062225162
1958,3052316707
1959,3140208604
1960,3060120293
1961,3063521021
1962,3051539326
1963,3140304702
1964,3053289390
1965,3140749764
1966,3060254859
1967,3053270095
1968,3142269934
1969,3051753943
1970,3051252008
1971,3068132845
1972,3062724173
1973,3064719912
1974,3141141153
1975,7084300135
1976,3142214818
1977,3060132877
1978,3141433275
1979,3513300702
1980,3140430681
1981,6914000272
1982,3052038689
1983,3062623672
1984,3140895552
1985,3140535835
1986,4130929808
1987,3140790128
1988,3060229796
1989,3053032933
1990,6220618563
1991,3050833440
1992,3141624197
1993,3063711129
1994,3142492822
1995,3140707158
1996,3050379397
1997,3141808828
1998,3063704157
1999,3052053453
2000,3142783741
2001,3052286507
2002,3051572397
2003,3141695159
2004,8472001425
2005,3052723512
2006,3141204290
2007,3052082394
2008,3140192712
2009,3141521228
2010,3140643031
2011,3140490049
2012,3141309180
2013,3141600822
2014,3062501948
2015,3051244570
2016,3060322335
2017,3050485445
2018,3053227486
2019,3142155700
2020,3060669817
2021,2015500296
2022,5361301605
2023,1936100303
2024,6841001408
2025,3050147377
2026,3052998958
2027,3052658289
2028,8681201387
2029,7297100324
2030,3180142999
2031,3310102438
2032,3122215766
2033,3142384378
2034,3141317642
2035,5471100922
2036,3053032855
2037,3140712947
2038,3140190257
2039,8853200853
2040,3052542344
2041,3060247547
2042,3052082792
2043,3141751876
2044,3052321229
2045,2900201552
2046,3054710640
2047,1020306048
2048,2221902518
2049,3141285731
2050,2613700877
2051,3054016908
2052,3141304598
2053,3141808279
2054,3148105771
2055,3141212427
2056,6704400652
2057,3059131522
2058,3140549912
2059,3052847108
2060,3050793679
2061,5080971749
2062,3059241110
2063,3141657252
2064,3570201888
2065,3052852839
2066,3140403369
2067,3140185910
2068,3140329509
2069,3052508195
2070,5203600463
2071,3141068515
2072,3064101031
2073,1590400090
2074,6810401335
2075,3290401344
2076,3053334214
2077,2200862630
2078,4853100767
2079,3052641172
2080,3060334641
2081,6650300808
2082,3141672665
2083,3140935681
2084,3140410875
2085,3052082093
2086,3141440965
2087,3141498680
2088,7504500367
2089,3141134216
2090,3051453850
2091,3140819495
2092,3070182142
2093,3059239797
2094,3142793875
2095,3142635897
2096,4876500263
2097,3141523207
2098,3149224546
2099,3142730977
2100,3149195535
2101,3069004282
2102,3069971412
2103,6695000347
2104,3141140116
2105,3141893330
2106,3142386207
2107,3060139109
2108,3140193064
2109,3054715359
2110,3051117983
2111,2093520852
2112,3062566295
2113,3050450077
2114,3140186883
2115,3140190392
2116,3141445581
2117,3142166769
2118,3759400183
2119,4900201695
2120,7871001236
2121,3140533496
2122,3142182584
2123,3140743552
2124,3051927212
2125,1084446357
2126,3140217840
2127,3141301873
2128,3063721821
2129,5062414236
2130,3051462984
2131,3061415636
2132,6089519032
2133,3141552018
2134,3052213187
2135,3141304282
2136,3140620834
2137,2242461555
2138,6357200273
2139,3059016918
2140,3142310371
2141,3140409382
2142,2013364866
2143,3062916639
2144,3141582263
2145,3140391508
2146,1466500362
2147,3149251932
2148,3180120923
2149,3053246839
2150,3611001354
2151,3050551020
2152,8824300734
2153,5275800452
2154,4690602024
2155,3505400548
2156,3141466418
2157,3052977161
2158,3142418083
2159,6372401277
2160,4454000664
2161,2703800785
2162,7230301025
2163,3060195154
2164,3141861352
2165,3062895715
2166,3142016748
2167,3060906341
2168,3140828164
2169,3052084709
2170,3052625643
2171,3052798667
2172,3063008187
2173,3063532343
2174,3149131827
2175,3080274055
2176,3071714311
2177,3142725421
2178,3062411736
2179,3140803445
2180,3140679029
2181,3062844007
2182,3142157047
2183,3052554379
2184,3140606230
2185,3142199372
2186,3140274837
2187,3051662649
2188,3050283948
2189,2841001421
2190,3142063047
2191,3060419119
2192,3142257874
2193,3051750679
2194,3141118555
2195,3062018366
2196,3060195998
2197,3063029071
2198,3296100294
2199,2794000806
2200,1933200389
2201,3140380210
2202,3142838812
2203,3141499049
2204,3142290247
2205,3141212067
2206,3141585654
2207,3052986388
2208,6232600180
2209,4771601438
2210,3053241630
2211,8680801847
2212,2107800270
2213,3053131324
2214,3053264574
2215,8041600591
2216,8530701789
2217,3060341313
2218,3141797718
2219,1041353911
2220,3052799875
2221,3052323246
2222,3051223779
2223,3060388579
2224,3141381713
2225,3142672397
2226,4630701081
2227,3062537688
2228,3050793913
2229,8079501600
2230,1811500792
2231,3059176816
2232,7513300654
2233,3140855512
2234,3569401629
2235,3031391832
2236,4220700062
2237,1303921363
2238,2182209905
2239,3140162256
2240,3141749633
2241,3063722494
2242,3141577023
2243,3051432253
2244,4385700456
2245,3060186276
2246,3053336982
2247,7391900788
2248,3180147373
2249,3052508249
2250,3142079160
2251,3142197772
2252,3050687369
2253,3060229501
2254,3142677198
2255,3062019671
2256,3140782268
2257,4381300016
2258,2019416399
2259,2103833310
2260,3051415706
2261,3140403302
2262,3141838642
2263,3141528731
2264,3062836055
2265,3142267071
2266,3140948871
2267,3052002750
2268,3310801613
2269,7452200823
2270,5932801091
2271,6806800107
2272,3052253840
2273,3140529406
2274,3140378918
2275,3050854810
2276,3140683450
2277,3140688678
2278,3140618376
2279,3063033842
2280,3052994461
2281,3051649592
2282,8211000842
2283,3061261382
2284,3053256152
2285,4030972273
2286,3142818102
2287,3140944235
2288,3062010592
2289,3052471463
2290,3053024995
2291,3051447644
2292,8839901029
2293,3140479836
2294,3060421987
2295,3116700295
2296,3052168953
2297,3142080482
2298,7417800380
2299,7983800828
2300,3051031483
2301,3052285319
2302,3744500111
2303,3052834355
2304,3140337988
2305,7662600755
2306,2492301388
2307,3141515648
2308,4247400361
2309,1152301300
2310,3051386956
2311,3142791635
2312,3064732536
2313,4261301647
2314,3062227535
2315,7539200297
2316,3053381323
2317,3051389007
2318,3023211554
2319,1521101698
2320,3141066045
2321,3060199427
2322,3149145321
2323,3052762650
2324,3142391879
2325,6762201263
2326,1488100790
2327,7779400899
2328,6058635822
2329,3122267930
2330,7856700119
2331,3060346185
2332,3140587482
2333,3141576363
2334,3141512511
2335,3140256974
2336,2590801704
2337,3982700374
2338,3140936036
2339,6917900229
2340,3051576919
2341,3052349339
2342,3051075083
2343,3052938488
2344,3140618721
2345,3141499603
2346,3064753899
2347,3142215419
2348,3149058741
2349,3052939599
2350,3052580504
2351,2864000726
2352,3060298482
2353,3140237939
2354,6865200138
2355,3050732162
2356,3052071975
2357,3060290520
2358,3052373203
2359,3051584817
2360,3050874970
2361,3054711178
2362,3052685210
2363,3142133574
2364,6242800606
2365,3141753627
2366,3142297406
2367,2920801360
2368,2111176218
2369,2013768540
2370,3241900704
2371,3142144673
2372,3053236442
2373,3062420201
2374,3140367051
2375,3141305544
2376,3141522417
2377,3142658191
2378,3052886173
2379,3053056819
2380,8695400299
2381,3069937092
2382,6430601069
2383,3050254685
2384,6324400418
2385,3140753555
2386,3152109723
2387,3068117446
2388,5622600304
2389,1111634403
2390,3141064009
2391,3062465931
2392,3062718730
2393,3062014754
2394,3052544226
2395,3062865958
2396,3140185225
2397,3052536838
2398,3141186145
2399,3835800207
2400,3050754322
2401,8450102524
2402,3140904102
2403,3052448977
2404,3140367707
2405,3053078512
2406,3051048965
2407,3332300345
2408,3053375438
2409,4132301238
2410,3142690696
2411,3052821578
2412,3141837527
2413,3053022911
2414,7780401148
2415,1370419186
2416,5764100441
2417,4187100351
2418,3436300159
2419,6995400424
2420,5349400782
2421,3051477788
2422,3142185276
2423,3142727415
2424,5391001490
2425,1360114396
2426,6430201950
2427,3053094394
2428,3141012419
2429,3058182357
2430,3141739566
2431,3064714498
2432,3052958636
2433,3141118860
2434,2271834094
2435,3051468917
2436,3059060087
2437,3069971222
2438,3052799540
2439,3142347451
2440,4885600022
2441,3140458525
2442,3142604152
2443,3141756885
2444,3050599607
2445,3142842674
2446,3060316925
2447,3142339193
2448,7689400537
2449,3064605497
2450,3052531833
2451,1990201114
2452,3141354536
2453,3052511462
2454,3051085145
2455,3140660118
2456,3060167624
2457,3052752773
2458,3163700648
2459,3141541165
2460,3140397744
2461,7732801061
2462,2706100274
2463,3148613693
2464,3051423088
2465,3141514810
2466,5241700974
2467,2720501064
2468,6754100850
2469,8841500931
2470,3142190065
2471,3051589976
2472,3142588854
2473,3051659483
2474,3149071308
2475,3140914779
2476,3215200401
2477,6300701508
2478,3148103282
2479,3051327281
2480,3142617604
2481,3141313078
2482,4472301022
2483,3313100209
2484,5593300835
2485,5880102320
2486,4291701585
2487,2568101241
2488,5270102344
2489,7060301317
2490,3053166594
2491,3060214745
2492,3053136936
2493,3515200019
2494,3141338012
2495,3051199888
2496,1262397413
2497,3053349774
2498,3050897390
2499,1270375597
2500,3142837166
2501,3070489414
2502,3142072338
2503,3141523847
2504,5518700101
2505,6297500089
2506,3051972380
2507,3141528615
2508,4912300409
2509,3140798950
2510,3050679234
2511,3141305355
2512,3142602950
2513,3051778115
2514,3052353513
2515,3051246184
2516,3140478157
2517,3052348460
2518,7935600114
2519,3140856113
2520,3141752929
2521,7822401349
2522,3140332305
2523,3067006905
2524,3149046513
2525,3059058640
2526,3140943783
2527,3140210357
2528,3063043092
2529,3142209955
2530,3140299783
2531,3051446005
2532,4131054375
2533,6983700502
2534,6310900995
2535,3142249826
2536,3141605531
2537,3051379945
2538,3052101665
2539,3141989492
2540,3062621072
2541,8993500227
2542,3141395444
2543,3140596865
2544,5521900110
2545,3061068421
2546,5839500869
2547,3053340773
2548,3050652967
2549,3052121185
2550,4180730572
2551,3061312781
2552,3051289640
2553,3140833406
2554,3053332327
2555,3141879487
2556,6881001093
2557,3051039641
2558,8940701209
2559,3180108666
2560,3141602849
2561,3352301020
2562,3062216703
2563,3051915884
2564,3142001319
2565,3050384134
2566,3052848956
2567,3142227502
2568,3141321898
2569,3140174091
2570,3052858809
2571,3140911506
2572,3051010343
2573,3141477900
2574,3141321980
2575,3142041683
2576,2687500230
2577,3064734214
2578,3141655365
2579,3051044649
2580,3141134287
2581,3050921709
2582,3060352367
2583,3141142453
2584,3050482996
2585,3050756733
2586,3142676597
2587,3060159293
2588,7370901443
2589,3140309594
2590,3141354521
2591,3141421309
2592,1667000166
2593,3050142974
2594,8831700984
2595,3140819781
2596,3140553599
2597,4481501317
2598,7434400362
2599,3759900683
2600,3060327247
2601,3053025465
2602,7091500566
2603,3052183916
2604,2874500442
2605,1586400034
2606,7043900683
2607,3052030732
2608,7163200519
2609,3140835350
2610,3062918001
2611,3674800642
2612,1094462928
2613,8208801191
2614,8672300533
2615,3141017049
2616,5453700853
2617,6450301953
2618,1461700376
2619,3141205950
2620,3140491446
2621,1902301048
2622,1607200328
2623,3051323645
2624,7971102165
2625,3053296299
2626,1610501459
2627,3062713341
2628,3141118119
2629,1342533961
2630,3062413485
2631,3777700144
2632,3052767989
2633,3051627429
2634,3141425042
2635,4060163326
2636,3050185027
2637,4050495772
2638,3142259488
2639,3142314154
2640,7599801224
2641,3063150440
2642,3064741786
2643,3053132852
2644,5041227917
2645,3140909617
2646,8883900604
2647,3142566132
2648,3140575424
2649,2801601358
2650,3069608354
2651,3051050699
2652,3061573706
2653,3052891564
2654,3051008717
2655,6939600839
2656,3142606413
2657,1953500504
2658,3052747945
2659,3062321386
2660,3062321197
2661,3060369058
2662,3050709263
2663,3059055793
2664,3142614913
2665,3141086658
2666,3141205310
2667,4066400215
2668,3053071770
2669,3064503997
2670,3052688390
2671,3060378839
2672,3141428302
2673,3142832782
2674,8883700333
2675,3063038639
2676,6561200825
2677,3053128886
2678,3051230377
2679,3142118189
2680,3051113880
2681,3052094401
2682,3142415295
2683,3052030940
2684,1542100340
2685,4171354835
2686,3140756552
2687,2020152305
2688,3069873392
2689,3052474854
2690,3064742427
2691,3140111344
2692,3149845878
2693,3141091694
2694,3052259922
2695,3142003700
2696,3142831352
2697,3051446140
2698,3149028586
2699,3053032291
2700,3140132674
2701,3050894485
2702,3064741258
2703,3058198413
2704,4411001868
2705,7991401504
2706,6241901113
2707,1875100672
2708,3849200825
2709,3101495532
2710,3051041827
2711,6093407940
2712,6400400709
2713,1922100696
2714,2221448668
2715,3060707647
2716,6180442570
2717,3065003119
2718,3063102614
2719,5622500928
2720,8541001797
2721,3490901585
2722,2021249543
2723,2141098795
2724,2761500824
2725,3180116583
2726,3052932785
2727,6110542203
2728,3140761448
2729,1624100183
2730,5104600183
2731,3050823340
2732,3052720422
2733,2022407395
2734,3052950589
2735,3054800697
2736,1471801356
2737,3060351053
2738,3051299774
2739,3230601485
2740,7467000259
2741,3140845275
2742,4583101051
2743,3052510240
2744,5830700197
2745,3059098787
2746,3140249226
2747,3081163278
2748,3940200345
2749,5403800398
2750,6140664974
2751,4957200151
2752,3060269575
2753,3141192706
2754,4402500012
2755,3140652205
2756,3058143204
2757,3050993275
2758,6092616968
2759,3051693948
2760,7092001045
2761,3050252009
2762,3142472277
2763,3060166659
2764,6043209648
2765,4960100149
2766,1059701357
2767,3149077239
2768,3141133861
2769,1113724384
2770,3140216439
2771,3053172607
2772,3789700806
2773,3142101510
2774,3052371355
2775,7923100141
2776,3060142870
2777,3140716716
2778,3051454903
2779,3141309142
2780,3142224276
2781,3052815867
2782,3141039174
2783,2054189087
2784,3060128499
2785,3141134104
2786,3051985769
2787,3052855082
2788,3140636035
2789,3051181184
2790,8201401415
2791,3052776829
2792,3063803984
2793,3050474536
2794,8324000174
2795,3060357265
2796,3141282675
2797,3140190785
2798,5071274137
2799,2160971364
2800,3140235718
2801,1012566778
2802,3063592638
2803,3140977546
2804,6022105693
2805,2951100661
2806,4721700353
2807,3142200594
2808,6786700131
2809,3141764366
2810,3140653674
2811,8412600696
2812,1279508415
2813,3051166714
2814,3782100489
2815,3052032026
2816,3051393379
2817,3052772823
2818,3142131450
2819,3052219217
2820,1190251559
2821,3052126574
2822,3141303546
2823,3052294540
2824,3064715712
2825,3055573261
2826,3051326884
2827,3140842303
2828,3141699946
2829,3060194835
2830,6895900344
2831,3061812321
2832,3051386320
2833,3052559812
2834,3052086992
2835,8866800118
2836,7481701259
2837,3140811998
2838,6780501388
2839,2472301005
2840,3061411697
2841,2772700553
2842,3052467936
2843,5032595576
2844,1591601170
2845,3142613933
2846,7500700045
2847,3062712736
2848,6736500277
2849,7034400480
2850,7138101934
2851,8752500969
2852,3062852768
2853,8119601232
2854,5079224492
2855,3142793443
2856,3052930924
2857,5790200062
2858,3140512375
2859,3050257213
2860,3060227196
2861,3050397643
2862,3051416398
2863,3534300615
2864,3142197321
2865,5039517419
2866,7932500764
2867,3060345570
2868,1041706420
2869,3052913172
2870,3032606242
2871,3140410725
2872,3142538975
2873,7044900187
2874,3053343090
2875,3142019823
2876,8899200771
2877,7474300504
2878,3052018631
2879,3051420174
2880,2392300780
2881,3140792427
2882,3140640242
2883,3032260592
2884,3140908054
2885,3149267680
2886,3122595397
2887,3148161981
2888,3063724930
2889,5941900531
2890,3052474719
2891,3142008855
2892,4807400060
2893,3052479688
2894,3051655487
2895,4761201723
2896,3050885841
2897,3140376133
2898,2755700272
2899,3142667502
2900,3053090063
2901,3141575383
2902,3051196182
2903,3142279918
2904,3140794648
2905,3062209124
2906,3080686563
2907,3055100703
2908,4630400489
2909,3148132716
2910,3141393465
2911,3062634354
2912,7243400533
2913,5030731113
2914,6253000960
2915,1241338516
2916,3141383521
2917,3141531013
2918,3053377381
2919,3052475120
2920,3142468453
2921,7631201985
2922,3052933241
2923,3142681746
2924,3932200961
2925,6360901062
2926,3180139723
2927,3052555418
2928,6877100151
2929,4591200544
2930,3141828810
2931,3051381951
2932,3142560370
2933,3140527825
2934,3142603658
2935,3053329161
2936,3141139787
2937,5920801071
2938,5121391339
2939,3052970265
2940,3021501078
2941,4252500105
2942,7086400047
2943,3142109846
2944,6770600025
2945,6351501060
2946,3052916373
2947,2095200493
2948,3052824084
2949,3052859813
2950,3052782995
2951,3800801459
2952,5741300699
2953,3140739529
2954,3069965225
2955,4972700502
2956,6035050696
2957,6064023995
2958,6834400871
2959,7101401535
2960,3058621919
2961,3052131188
2962,3051647949
2963,3050883519
2964,3141205488
2965,3062012038
2966,3060377107
2967,5914200485
2968,6141469071
2969,1447800425
2970,3052832473
2971,3142192291
2972,3061673528
2973,3055578873
2974,3050830157
2975,3051350287
2976,3053273603
2977,3141625575
2978,7992500461
2979,3053282193
2980,1180379018
2981,2492101119
2982,3053224932
2983,3054709634
2984,2533100442
2985,3063769446
2986,5430600741
2987,3141046689
2988,3141770631
2989,3050254759
2990,3142434803
2991,4374500649
2992,5620301610
2993,4732300416
2994,1830402301
2995,3140477667
2996,3051374824
2997,1497800075
2998,8799401457
2999,1880302288
3000,3050932303
3001,1671100857
3002,3141304680
3003,3141992473
3004,3053030143
3005,3052975450
3006,2111120693
3007,3142774771
3008,6573400325
3009,3053343218
3010,3141255523
3011,3766200303
3012,3140882678
3013,5611801718
3014,7632700336
3015,7820901894
3016,3141404498
3017,3149183193
3018,6041666237
3019,5180301796
3020,8740102309
3021,3510800054
3022,3142608032
3023,3051442799
3024,3050673808
3025,4813700127
3026,3141302421
3027,2271197504
3028,4022894858
3029,4021529570
3030,4011598133
3031,1983700716
3032,3142695497
3033,3050548961
3034,3050553353
3035,3060187654
3036,6033026301
3037,3052134939
3038,3140742039
3039,5081014405
3040,2410301988
3041,3560301882
3042,5440901778
3043,3141253414
3044,6323000895
3045,3010898475
3046,3058621791
3047,1013771876
3048,3051240079
3049,1129027910
3050,3061572726
3051,6982100710
3052,3055303077
3053,6423500204
3054,2431900841
3055,2289200414
3056,3052918051
3057,3052965971
3058,3063595391
3059,3053185951
3060,8670800961
3061,3060133838
3062,3141514178
3063,4928801851
3064,3863200017
3065,3149254977
3066,3149053751
3067,3052151660
3068,3142356678
3069,3059194153
3070,3060230070
3071,1951600406
3072,3142683410
3073,6196100498
3074,4651000735
3075,3600400370
3076,6459701286
3077,3051014617
3078,6193400599
3079,8060300919
3080,3052767276
3081,3052895895
3082,3140457958
3083,2871701701
3084,8412300472
3085,3052060008
3086,1214022189
3087,3140178059
3088,3142331245
3089,3140754331
3090,3052393591
3091,7537200208
3092,4419100174
3093,3050477173
3094,3061169499
3095,1493400580
3096,3140204777
3097,3069971218
3098,3142075640
3099,3141747751
3100,3149253643
3101,6133010655
3102,3142328508
3103,3141627710
3104,3451000334
3105,4177600260
3106,3142132857
3107,4012084569
3108,3124500243
3109,5539101286
3110,3142246912
3111,3141552852
3112,3140557595
3113,3140934213
3114,3140258540
3115,3149287653
3116,3062422266
3117,2811301840
3118,4834100417
3119,3070879592
3120,2460401544
3121,3052038020
3122,2133300899
3123,3140626084
3124,2211710724
3125,3060862365
3126,8188800544
3127,3059169595
3128,3140528751
3129,3724200657
3130,8513301216
3131,4962000698
3132,3059060073
3133,5951800731
3134,3050685089
3135,2932301333
3136,8742000087
3137,3140625955
3138,3142020811
3139,3070384765
3140,3141984333
3141,4441600220
3142,3944500250
3143,1109450941
3144,3427700172
3145,2302900524
3146,4334000808
3147,3142034649
3148,1021894212
3149,6991001943
3150,4309901484
3151,3140624126
3152,8177300192
3153,3629000379
3154,3060644117
3155,6322000770
3156,3370601558
3157,3062896392
3158,3051573834
3159,8916300546
3160,8400801873
3161,6874300712
3162,3060136271
3163,3051655755
3164,1062091409
3165,1713100801
3166,3131305390
3167,6093061679
3168,3052907476
3169,3050159441
3170,5571201871
3171,3059198542
3172,3061620211
3173,3051694137
3174,3142819644
3175,3160901760
3176,3051724486
3177,2586600264
3178,1292970211
3179,4044900443
3180,4130264301
3181,6410900411
3182,3052956619
3183,1921301235
3184,3140895154
3185,3052364932
3186,3142718823
3187,3060113152
3188,3180101979
3189,3100994709
3190,3059916963
3191,5222300299
3192,5642101250
3193,8641601796
3194,4659301474
3195,3050146378
3196,3052841098
3197,3111961160
3198,3050285363
3199,3020593263
3200,3149026685
3201,2212765456
3202,3052369413
3203,3140727800
3204,3052328601
3205,7340401599
3206,3050910105
3207,2631401117
3208,1462001434
3209,3052738470
3210,5081751073
3211,3141154721
3212,3141204005
3213,1377300344
3214,7686200477
3215,3142677465
3216,3148659781
3217,1844900520
3218,3050328715
3219,3052320443
3220,3141101146
3221,3683801058
3222,3051032712
3223,3061294321
3224,5151861241
3225,3491600094
3226,3064710283
3227,5734900303
3228,3140574027
3229,3052889414
3230,1251522137
3231,8911900728
3232,3052721310
3233,5441001100
3234,3141312157
3235,4190101006
3236,3051336951
3237,8660700302
3238,3014065538
3239,7414100725
3240,3052374731
3241,3051636234
3242,3283900378
3243,5715000720
3244,6682801226
3245,3140620246
3246,1432100850
3247,8021002010
3248,3141370894
3249,3020338534
3250,3053040898
3251,5309101702
3252,7421901522
3253,3052957471
3254,3142457413
3255,3142256725
3256,3140637446
3257,6491301615
3258,6961301611
3259,4721000368
3260,5840400035
3261,5250601913
3262,3052192185
3263,3371401422
3264,3141152024
3265,5881300854
3266,3115200025
3267,3070326504
3268,3142766927
3269,3621700250
3270,8010301418
3271,2310700904
3272,3377100386
3273,3141306636
3274,1388800827
3275,5040217685
3276,3148611486
3277,8621500396
3278,3055563384
3279,8640701585
3280,5232401167
3281,1160715883
3282,2031330364
3283,3055490996
3284,5182000173
3285,1072744908
3286,2251111999
3287,2081171463
3288,3060906870
3289,7935200659
3290,3140898374
3291,1123048551
3292,8915300611
3293,3332301330
3294,3140478123
3295,7363100267
3296,2525500708
3297,3140291253
3298,8795200477
3299,3926000316
3300,5725400508
3301,5284500019
3302,6032651268
3303,8100100379
3304,8301800347
3305,2615900490
3306,3051621371
3307,3062549812
3308,3051130647
3309,7839501420
3310,3422901087
3311,3053176127
3312,3416600509
3313,8854200245
3314,6763200899
3315,1799000141
3316,3051595046
3317,3051049455
3318,3058101427
3319,4906900248
3320,7521000298
3321,3050578524
3322,3051322078
3323,3069911258
3324,5341001379
3325,4553700899
3326,7774000649
3327,4250901332
3328,7450501413
3329,3142012515
3330,5860302240
3331,5220801131
3332,3051486161
3333,3142055474
3334,3141317088
3335,3052367870
3336,1360808006
3337,3050894578
3338,3062840767
3339,3052390478
3340,2082113540
3341,3188105792
3342,2954600377
3343,3141601587
3344,3062570106
3345,1505500663
3346,4803600767
3347,2522201091
3348,3180131100
3349,3142496809
3350,3052631766
3351,8390901564
3352,4922500314
3353,6176800185
3354,1161004125
3355,8600401001
3356,7601000339
3357,1360155174
3358,2850400026
3359,6493300633
3360,3142290970
3361,6814700615
3362,3141207133
3363,6850401701
3364,4112721430
3365,2421201756
3366,1210833823
3367,7380102231
3368,5305200441
3369,3060357299
3370,6913700874
3371,6204100923
3372,3990602138
3373,4060452572
3374,3141692128
3375,3050997330
3376,3070275560
3377,1609001068
3378,2027800298
3379,1492501398
3380,3141921885
3381,2322700905
3382,5264300644
3383,5112800047
3384,3060354327
3385,3052753786
3386,3051140484
3387,7402200702
3388,5345900141
3389,3142262585
3390,7962901265
3391,3052987830
3392,3060140590
3393,8947900245
3394,5280201802
3395,7021301255
3396,1012695101
3397,3052212873
3398,3142673095
3399,6265600610
3400,3849100930
3401,3140139702
3402,2129685963
3403,7911200322
3404,4309000745
3405,3051446719
3406,3112700775
3407,3051580484
3408,3053067413
3409,3052199010
3410,3160219621
3411,3052377932
3412,2271850565
3413,8601001147
3414,3051721873
3415,3100325587
3416,1112530791
3417,3140398189
3418,3052585440
3419,2674300124
3420,3053149256
3421,3052920353
3422,3080394233
3423,4132501213
3424,3141845425
3425,8911201617
3426,3141132877
3427,2194013390
3428,3053024321
3429,3053249398
3430,6252601002
3431,3140531877
3432,3874300578
3433,3052574832
3434,3071163881
3435,2089508558
3436,1011902808
3437,3070539420
3438,3617500223
3439,1810601988
3440,4770401018
3441,8322301593
3442,5782201561
3443,7897300107
3444,5863400718
3445,3051281162
3446,8563600474
3447,3060430962
3448,3141699043
3449,3149237677
3450,5043206356
3451,3163700798
3452,1923700853
3453,3010254780
3454,3060460530
3455,5082591615
3456,2981300214
3457,1269540881
3458,4166900406
3459,3059147553
3460,7752700872
3461,8737300208
3462,3807800069
3463,3142572027
3464,3142195769
3465,3051040279
3466,3142197525
3467,3071814375
3468,3116400431
3469,3140696237
3470,2672701176
3471,3149174321
3472,3051659902
3473,3060318336
3474,4012042477
3475,2681601644
3476,3052523110
3477,1012696056
3478,3069404581
3479,3050555439
3480,3051712409
3481,6390101750
3482,7420102400
3483,3140224939
3484,3141000892
3485,3060188347
3486,6022161939
3487,3052768862
3488,3421601049
3489,3141766480
3490,2132800541
3491,8215500256
3492,8262800430
3493,5062440786
3494,1251413378
3495,3773301173
3496,3051035403
3497,3140879912
3498,7952300053
3499,5370201994
3500,2811401599
3501,7440701879
3502,3069971315
3503,4456300023
3504,3052273642
3505,3142326359
3506,4092693031
3507,3050534278
3508,8865000715
3509,8240801435
3510,6392601054
3511,1845200141
3512,8234700562
3513,3060366745
3514,3061415747
3515,3051051567
3516,7050901918
3517,3059246401
3518,7491000195
3519,4574700458
3520,3141330121
3521,2572601357
3522,5023698464
3523,1781701595
3524,3053052604
3525,4812501273
3526,3141507492
3527,4846000503
3528,6140440681
3529,1904300595
3530,3051776529
3531,3069019465
3532,3051844188
3533,1111633928
3534,7862801107
3535,2505600387
3536,2221761401
3537,2290664058
3538,3053272531
3539,1841700306
3540,2454200938
3541,3059053140
3542,1619101262
3543,3141492027
3544,3059969062
3545,2250467971
3546,3140471192
3547,3059007082
3548,1532200290
3549,3059053553
3550,3059158123
3551,3141636728
3552,7530801924
3553,3140853208
3554,7230400760
3555,3112142375
3556,3058606733
3557,1402001246
3558,4363800686
3559,3269701648
3560,3455500524
3561,7135100151
3562,3142304700
3563,3063864735
3564,3053088835
3565,8990700132
3566,1190199288
3567,3050578581
3568,3141877849
3569,3059032465
3570,3050917879
3571,2262995264
3572,3053354054
3573,3056162033
