,0
884,3141314500
885,2027800212
886,5260400607
887,3140456245
888,3140935338
889,3140809231
890,3054706942
891,3052237461
892,3141010459
893,3052948176
894,3971700784
895,3981300038
896,3052971231
897,3052531885
898,3060378241
899,4198800027
900,2408602008
901,3053243429
902,3140454174
903,3052081890
904,3060807381
905,3062716431
906,3064730334
907,3053327839
908,3051772367
909,8165100412
910,3142796663
911,1023560820
912,3140644817
913,3051048801
914,3053024336
915,3142812452
916,3141207491
917,3052287340
918,3140895493
919,3050679006
920,3142446560
921,3060272935
922,3142423572
923,3053032423
924,3140595338
925,3140902287
926,3140845902
927,3140119399
928,3053277517
929,3141935389
930,3052209761
931,3050881826
932,3141896318
933,4320200841
934,8924600386
935,2560601472
936,8493500616
937,3140232424
938,3140896828
939,3053298958
940,3051430430
941,3142324458
942,3060371404
943,3140515241
944,3140401828
945,6272000744
946,3062547191
947,3141077178
948,3053025126
949,3052939930
950,3064758841
951,3141494840
952,4892800018
953,8480100393
954,3142253204
955,3140309861
956,3052573788
957,3053134296
958,1160851396
959,3140244954
960,3063200627
961,3052722925
962,3050555759
963,3053157381
964,2704800654
965,3052728671
966,3052510589
967,2221366368
968,3063430601
969,3064723565
970,3050973186
971,3050747554
972,5956300236
973,3140439697
974,1882901367
975,3052091608
976,3142686611
977,8873601064
978,3063018536
979,3053182411
980,3140355860
981,7456000368
982,3142812433
983,3141312991
984,3141010518
985,3052336038
986,3140185720
987,4314600518
988,3140100018
989,3060353842
990,3140848705
991,3062811340
992,3052192244
993,3141435540
994,7023100681
995,3141539015
996,2321701128
997,4020988904
998,7299101262
999,3050785859
1000,3051922594
1001,5152262062
1002,1573900382
1003,8230700469
1004,3060328703
1005,3063528359
1006,3140541526
1007,3140404669
1008,3140478235
1009,3051437165
1010,3051417441
1011,3140708569
1012,3140371841
1013,3020332618
1014,3141032846
1015,4694500379
1016,4525100450
1017,3141313097
1018,3052274388
1019,2080615230
1020,3140713005
1021,3060383744
1022,3051783035
1023,3050334202
1024,3052842705
1025,3062015340
1026,3142469656
1027,3141013233
1028,7576400199
1029,3142212464
1030,3180114080
1031,3053067484
1032,3060120046
1033,3141311158
1034,2423200532
1035,3064729502
1036,4890800460
1037,4581501255
1038,3142603643
1039,3141305942
1040,7973200444
1041,3140548626
1042,3052172141
1043,3052074837
1044,3052635272
1045,3140690359
1046,1075192346
1047,3053249480
1048,3050933485
1049,3927000289
1050,3140913111
1051,3052213469
1052,4031798813
1053,3141795118
1054,3051749658
1055,3051258754
1056,7395900182
1057,3063704201
1058,3062705201
1059,1096000301
1060,3180102551
1061,3062634669
1062,6181577454
1063,3140620421
1064,3051927570
1065,1720501916
1066,3142794855
1067,4972600941
1068,3055872088
1069,3051649495
1070,3141691037
1071,3141676531
1072,3140802709
1073,2040792232
1074,3936100510
1075,6190368765
1076,4140863194
1077,3140191407
1078,3141271668
1079,3142169714
1080,3052676064
1081,3140568428
1082,8860401018
1083,3140873617
1084,3051068224
1085,3141126768
1086,3140815577
1087,3060352372
1088,3060326006
1089,3140356253
1090,3050876833
1091,2221191223
1092,3141438377
1093,3051726811
1094,3140838814
1095,6382901052
1096,3052645159
1097,3060377072
1098,3052856382
1099,3141204010
1100,3141051241
1101,3059135872
1102,3140714853
1103,3060903984
1104,3140657044
1105,3060124848
1106,3025200021
1107,3050899364
1108,3140729109
1109,3051048854
1110,3052213547
1111,3141312216
1112,3140186957
1113,3063555744
1114,3052050311
1115,3051992862
1116,3140538069
1117,3142602964
1118,3051635287
1119,7390200723
1120,3140368540
1121,3070452687
1122,3050355172
1123,3142032559
1124,3141309050
1125,3141714449
1126,3141246437
1127,3140782254
1128,3142821868
1129,3060399775
1130,3051013898
1131,3141618657
1132,7902501032
1133,3053093565
1134,3141677409
1135,3140742868
1136,3141890105
1137,3050987356
1138,3052646861
1139,3141808264
1140,3141360514
1141,3141605564
1142,3141989982
1143,3060646662
1144,3140423759
1145,3050734893
1146,3062520120
1147,3140830845
1148,3051999512
1149,3053079205
1150,3059240483
1151,2212024999
1152,3050855309
1153,3051308493
1154,3140459484
1155,3141118201
1156,3141559952
1157,3052398636
1158,3073001891
1159,5462300989
1160,3052475964
1161,3140951788
1162,3050755466
1163,1916200570
1164,3141797208
1165,3051049038
1166,1935200413
1167,3052082827
1168,3053022925
1169,2641001280
1170,3141077163
1171,2100105273
1172,7010900601
1173,2641701218
1174,1722201121
1175,3052854711
1176,3052028819
1177,3051114633
1178,3052632289
1179,3053348891
1180,3052058803
1181,3060629872
1182,2221013647
1183,3651200860
1184,3141305466
1185,8342500707
1186,3063431594
1187,3148190526
1188,5042429320
1189,3063043001
1190,2943000882
1191,3052146376
1192,3142277749
1193,3062724095
1194,3062331939
1195,3752700328
1196,3111481609
1197,3051440151
1198,3053288746
1199,3053037831
1200,3062409297
1201,3060361298
1202,3053262917
1203,5602100787
1204,3142613461
1205,6012262169
1206,3052049100
1207,3140380942
1208,3067003742
1209,4410500467
1210,2890900718
1211,3052525423
1212,3141254112
1213,2133160554
1214,3141891972
1215,3052050500
1216,3052367190
1217,3050774221
1218,3140935304
1219,2422400798
1220,3063019078
1221,4111661566
1222,3052916316
1223,8092500716
1224,3051383814
1225,3053237214
1226,3060238602
1227,3060428199
1228,7491701062
1229,3142651747
1230,3140125232
1231,3140320395
1232,3051014640
1233,3052779466
1234,3051223390
1235,3051326865
1236,3140333788
1237,3060906088
1238,3051280601
1239,3140628307
1240,3140380700
1241,3141857708
1242,3141305277
1243,3060334020
1244,3062724101
1245,3140797664
1246,3137800375
1247,3140499958
1248,3140994036
1249,3141305831
1250,3142109695
1251,7620600041
1252,3141031930
1253,3141645135
1254,3141302440
1255,3053350698
1256,3141081973
1257,1700302384
1258,3141383517
1259,3053327969
1260,3140412723
1261,3064733030
1262,3062202835
1263,2103098210
1264,2731100453
1265,3142132013
1266,2022092929
1267,3140440781
1268,3051998207
1269,3052885228
1270,3030144582
1271,3142706730
1272,3180117049
1273,3052513096
1274,3141836246
1275,3050269043
1276,7450500559
1277,3060324537
1278,3052273564
1279,3051049474
1280,2570400939
1281,3142351921
1282,3052032856
1283,3140192008
1284,3140404771
1285,3142722948
1286,3053171840
1287,3053099138
1288,8472500829
1289,6074248315
1290,3053063270
1291,3063118533
1292,3011238120
1293,3052240122
1294,3063042905
1295,3062724891
1296,3061814426
1297,3053337278
1298,3140708521
1299,3053133147
1300,3140185623
1301,3140376185
1302,3142794840
1303,3140185564
1304,3053146486
1305,3141059302
1306,3140602461
1307,4410601560
1308,3063555763
1309,3050255613
1310,7282500042
1311,3059247472
1312,3141707157
1313,3061630437
1314,8663501003
1315,3053297148
1316,3140779841
1317,3141605661
1318,6861801211
1319,3140184527
1320,2371500775
1321,3062724149
1322,7591401414
1323,3051024468
1324,3060431113
1325,3140606899
1326,3140518966
1327,3142171879
1328,3052566405
1329,4550600099
1330,6593100863
1331,3060257929
1332,3140102355
1333,3052544212
1334,3062630926
1335,3141205417
1336,1360979380
1337,3051950668
1338,3052988218
1339,3141205149
1340,3052095429
1341,3140229370
1342,3052783617
1343,1143700455
1344,3149242597
1345,3060465307
1346,3053255890
1347,3052082147
1348,3052030407
1349,7282900545
1350,3140186092
1351,3140209466
1352,3051655338
1353,3141016303
1354,3140935624
1355,3051757600
1356,6072497942
1357,3140907088
1358,3142284425
1359,3051972401
1360,3141376262
1361,6192500582
1362,3141286759
1363,3052015390
1364,3140532046
1365,3060354685
1366,3060382143
1367,3140445262
1368,3053259426
1369,3060365557
1370,3051585927
1371,3140720277
1372,4891200263
1373,3140742475
1374,4892700762
1375,7630100675
1376,3053236665
1377,3061643913
1378,3062422500
1379,1047200293
1380,3140118648
1381,3141385252
1382,3142609370
1383,3050756562
1384,3050956377
1385,3050885690
1386,5849400055
1387,3050777801
1388,3141693544
1389,3062631279
1390,3051271757
1391,3140675362
1392,4837000227
1393,3051560023
1394,3531001824
1395,3140712914
1396,3051282026
1397,3051240730
1398,3060903868
1399,3142421540
1400,3142257398
1401,3142226027
1402,1178141666
1403,2990700860
1404,3140552528
1405,3140745676
1406,3141401768
1407,3141201783
1408,3051048612
1409,3148656824
1410,1102243609
1411,3052239891
1412,3061575252
1413,3052681704
1414,2140855925
1415,3050285965
1416,3140719843
1417,7972300796
1418,3142700610
1419,2646800341
1420,3052146089
1421,7175900294
1422,3060241714
1423,3053043653
1424,3052438066
1425,3141840527
1426,3063527476
1427,4136300273
1428,3141528269
1429,3141528371
1430,3052555761
1431,1790500295
1432,3069011347
1433,3142233402
1434,3140598029
1435,1065271836
1436,3061039343
1437,3140935380
1438,3062015506
1439,3052034892
1440,3141313248
1441,3010677549
1442,3141497148
1443,3051423531
1444,3060709489
1445,3141111756
1446,3064759592
1447,3059204041
1448,5441301853
1449,3069954669
1450,3052256866
1451,3053264399
1452,3062215382
1453,3051321991
1454,3055704394
1455,3060282689
1456,3051915491
1457,3148620777
1458,3051231473
1459,3142627586
1460,2187500254
1461,2351201461
1462,3141505757
1463,3052682611
1464,3053381395
1465,3050875945
1466,6255100290
1467,3142461542
1468,3053223194
1469,3050280937
1470,6040751407
1471,3140587430
1472,5343700101
1473,3140404806
1474,3142625759
1475,3142862097
1476,3051183580
1477,3141842578
1478,3051113217
1479,3140258633
1480,3052635743
1481,3051589831
1482,3142900690
1483,3060122345
1484,2600701537
1485,7299000422
1486,1251589666
1487,2051062269
1488,4503200088
1489,3060367744
1490,3140173525
1491,3121014798
1492,3050676635
1493,3053224631
1494,3051227023
1495,3142729470
1496,3140817916
1497,8375200319
1498,1554900764
1499,3141262704
1500,3059211519
1501,1102412264
1502,3060376466
1503,8671900104
1504,3141366935
1505,3140690330
1506,1928101331
1507,3020163927
1508,3148608206
1509,3148193713
1510,3063015349
1511,3141202948
1512,4582201312
1513,3140706799
1514,3051950839
1515,8651000750
1516,1603400670
1517,3060339059
1518,3141349407
1519,6630501727
1520,3180110099
1521,3140967446
1522,6022909069
1523,3062872051
1524,3069962738
1525,7719100717
1526,3140707920
1527,5713201007
1528,3052510935
1529,5940101909
1530,7692800796
1531,3141317808
1532,3142216359
1533,3052968022
1534,3052120420
1535,3140478536
1536,3149109780
1537,3140479758
1538,4600401970
1539,2031555302
1540,3062840199
1541,3051415685
1542,3052148563
1543,3141305146
1544,3486300310
1545,3062538862
1546,3052626939
1547,3051730130
1548,3141496931
1549,3051014048
1550,6602400792
1551,3140906925
1552,3050754147
1553,3051856379
1554,3140902195
1555,3052211383
1556,3062865899
1557,7540100593
1558,5050788626
1559,3063011678
1560,1601700799
1561,3051988747
1562,3140306660
1563,3140805365
1564,3141204081
1565,3060155415
1566,3141118332
1567,1220193387
1568,5880601419
1569,3141280658
1570,3060336300
1571,3141133691
1572,2142879115
1573,3052023376
1574,8730300485
1575,5190900230
1576,3051952273
1577,4870202228
1578,3052905954
1579,3052986374
1580,3142342816
1581,3051586931
1582,3141794050
1583,3062562547
1584,3141374774
1585,3050896988
1586,3052646482
1587,3140782759
1588,3052575715
1589,3051389050
1590,3141388017
1591,3668700143
1592,3140684008
1593,3062683874
1594,3142194829
1595,3423900369
1596,3140352432
1597,3140864476
1598,3052813442
1599,3051169138
1600,4433400876
1601,3142354345
1602,7440601358
1603,3051311528
1604,3050286023
1605,3052221367
1606,3053070602
1607,3140299672
1608,3050247205
1609,3140608373
1610,3052027125
1611,2933000365
1612,1230983350
1613,3051540293
1614,3054705278
1615,3054716891
1616,3052577993
1617,3054709105
1618,3060353880
1619,3020393459
1620,3142097964
1621,3064701616
1622,3052399431
1623,3050557169
1624,3063703124
1625,3140810664
1626,3140623660
1627,2170229332
1628,3051414712
1629,3056162993
1630,3140735315
1631,8572500582
1632,3053245771
1633,3141304870
1634,3141111950
1635,4121098462
1636,3063724508
1637,3142182167
1638,3140779268
1639,3051722703
1640,3141302800
1641,3140911485
1642,7840101647
1643,3140243159
1644,3052923535
1645,3052721950
1646,3140752935
1647,3141094463
1648,3060804818
1649,3141118249
1650,3142575081
1651,3050775292
1652,3140645999
1653,3140341691
1654,3063559610
1655,3142575188
1656,3051018646
1657,3141305151
1658,3141785643
1659,3140415735
1660,3140432020
1661,3141292080
1662,2450501382
1663,3141949068
1664,5132700876
1665,3141303134
1666,3050378189
1667,3141388002
1668,3424300288
1669,3062011951
1670,3064705719
1671,3140500563
1672,3149138679
1673,3053074006
1674,3140519024
1675,3052145514
1676,3052571266
1677,3141837056
1678,3062100257
1679,3053038602
1680,5041733618
1681,3063724527
1682,3141294792
1683,3141668652
1684,3721501117
1685,3052225612
1686,3140516968
1687,3064706270
1688,3051929087
1689,3062222127
1690,3140641329
1691,8859901063
1692,3052241266
1693,3140330480
1694,6011850332
1695,2270689709
1696,3140225277
1697,4400801732
1698,3149232196
1699,3051326638
1700,3060249322
1701,3055487619
1702,3051482898
1703,3142415316
1704,3141952700
1705,3052291790
1706,3052645014
1707,3053336997
1708,3052449603
1709,3063555900
1710,3140721000
1711,3062345321
1712,3051257828
1713,3141387809
1714,3060397476
1715,3052510406
1716,3053224761
1717,3140904422
1718,3059187332
1719,3051548617
1720,3140286105
1721,3052895084
1722,8709501379
1723,3140399252
1724,2219115433
1725,3051915526
1726,3052720908
1727,3053066622
1728,3142151984
1729,3710900531
1730,3020330584
1731,8341701579
1732,7679801282
1733,3069310655
1734,5170301610
1735,3051039243
1736,3141304531
1737,3062010480
1738,3142204154
1739,3051470918
1740,3142547834
1741,3053092251
1742,3050732518
1743,3063022476
1744,3141652747
1745,3140126740
1746,3081199650
1747,3052621012
1748,3360901634
1749,3351001340
1750,3140329848
1751,3052146298
1752,3142166774
1753,3060376452
1754,3060329416
1755,3141306674
1756,3141291984
1757,3141674514
1758,3050251636
1759,3051382678
1760,3059196563
1761,3052227677
1762,3141377301
1763,6614200197
1764,1139658645
1765,1363900099
1766,3050298795
1767,3063559833
1768,7614100656
1769,3141648767
1770,3140310261
1771,1780201572
1772,2569900548
1773,1739500847
1774,5760501253
1775,1775000246
1776,3064754544
1777,3140873354
1778,3310402161
1779,3142759334
1780,6032373640
1781,3141014270
1782,3140480177
1783,3141312410
1784,2290461381
1785,6371001402
1786,3052880524
1787,2439200863
1788,1479801187
1789,3053173979
1790,3141881931
1791,3052811876
1792,4086700231
1793,3060254733
1794,6121651642
1795,3141433334
1796,8622900976
1797,8146000271
1798,3533200453
1799,3052864112
1800,2080851472
1801,1419301530
1802,3064742131
1803,3140844015
1804,3141439624
1805,3051398281
1806,3142545286
1807,3052971963
1808,8523600486
1809,3050777228
1810,3051536955
1811,5034385577
1812,3080159305
1813,3141039209
1814,3150233033
1815,3141117901
1816,3140556510
1817,3054705792
1818,6500500867
1819,3140255903
1820,3140480139
1821,3052453107
1822,3140190830
1823,2212530666
1824,3053233746
1825,3140167116
1826,3053032480
1827,1194900619
1828,3140316474
1829,1855400186
1830,3140386927
1831,3140605833
1832,3051078402
1833,3050550375
1834,3062016897
1835,3140617926
1836,3053322630
1837,3140465614
1838,3127040698
1839,3052267534
1840,3140478370
1841,7245800179
1842,3052295438
1843,3051723696
1844,3051992881
1845,3050742277
1846,3062629375
1847,3141626064
1848,3053346592
1849,2082498079
1850,4276600370
1851,6111901169
1852,8731301464
1853,3052911460
1854,4806600328
1855,3062019399
1856,3051437452
1857,3020929828
1858,3052227584
1859,3142526805
1860,3141398868
1861,3148176859
1862,3052939740
1863,3141649484
1864,3051922615
1865,3058120007
1866,3064727673
1867,5171601191
1868,3141873479
1869,3141830015
1870,3141117857
1871,3142800368
1872,3142218809
